DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2015,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2016,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2017,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2018,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2019,1.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2020,0.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2021,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,FR,2022,5.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2000,5.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2001,4.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2002,4.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2003,4.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2004,2.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2005,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2006,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2007,2.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2008,3.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2009,-1.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2010,-1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2011,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2012,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2013,0.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2014,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2015,0.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2016,-0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2017,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2018,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2019,0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2020,-0.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2021,2.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IE,2022,8.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2000,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2001,2.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2002,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2003,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2004,2.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2005,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2006,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2007,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2008,3.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2009,0.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2010,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2011,2.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2012,3.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2013,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2014,0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2015,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2016,-0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2017,1.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2018,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2019,0.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2020,-0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2021,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,IT,2022,8.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2000,1.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2001,1.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2002,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2003,-1.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2004,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2005,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2006,3.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2007,5.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2008,11.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2009,4.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2010,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2011,4.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2012,3.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2013,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2014,0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2015,-0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2016,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2017,3.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2018,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2019,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2020,1.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2021,4.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LT,2022,18.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2000,3.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2001,2.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2002,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2003,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2004,3.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2005,3.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2006,3.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2007,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2008,4.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2009,0.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2010,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2011,3.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2012,2.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2013,1.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2014,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2015,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2016,0.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2017,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2018,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2019,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2020,0.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2021,3.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LU,2022,8.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2000,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2001,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2002,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2003,2.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2004,6.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2005,6.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2006,6.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2007,10.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2008,15.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2009,3.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2010,-1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2011,4.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2012,2.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2013,0.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2014,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2015,0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2016,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2017,2.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2018,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2019,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2020,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2021,3.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,LV,2022,17.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2000,3.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2001,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2002,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2003,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2004,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2005,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2006,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2007,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2008,4.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2009,1.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2010,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2011,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2012,3.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2013,1.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2014,0.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2015,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2016,0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2017,1.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2018,1.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2019,1.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2020,0.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2021,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,MT,2022,6.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2000,2.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2001,5.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2002,3.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2003,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2004,1.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2005,1.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2006,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2007,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2008,2.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2009,1.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2010,0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2011,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2012,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2013,2.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2014,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2015,0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2016,0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2017,1.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2018,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2019,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2020,1.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2021,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,NL,2022,11.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2000,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2001,4.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2002,3.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2003,3.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2004,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2005,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2006,3.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2007,2.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2008,2.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2009,-0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2010,1.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2011,3.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2012,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2013,0.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2014,-0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2015,0.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2016,0.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2017,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2018,1.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2019,0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2020,-0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2021,0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,PT,2022,8.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2000,9.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2001,8.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2002,7.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2003,5.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2004,3.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2005,2.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2006,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2007,3.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2008,5.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2009,0.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2010,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2011,2.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2012,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2013,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2014,0.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2015,-0.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2016,-0.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2017,1.6,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2018,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2019,1.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2020,-0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2021,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SI,2022,9.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2000,12.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2001,7.2,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2002,3.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2003,8.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2004,7.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2005,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2006,4.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2007,1.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2008,3.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2009,0.9,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2010,0.7,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2011,4.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2012,3.7,
